*** Welcome to microcom (2009.06) ***
connected to /dev/ttyUSB1
Escape character: Ctrl-\
Type the escape character followed by c to get to the menu or q to quit
min volts   amps    mAh
0,  0.474,  0.574,  0.00
5,  0.459,  0.557,  47.87
10,  0.444,  0.539,  94.25
15,  0.430,  0.521,  139.16
20,  0.425,  0.515,  182.59
25,  0.415,  0.503,  225.52
30,  0.410,  0.497,  267.46
35,  0.405,  0.492,  308.92
40,  0.405,  0.492,  349.87
45,  0.400,  0.486,  390.83
50,  0.400,  0.486,  431.30
55,  0.400,  0.486,  471.76
60,  0.396,  0.480,  512.23
65,  0.396,  0.480,  552.20
70,  0.396,  0.480,  592.17
75,  0.396,  0.480,  632.14
80,  0.396,  0.480,  672.11
85,  0.396,  0.480,  712.09
90,  0.396,  0.480,  752.06
95,  0.396,  0.480,  792.03
100,  0.396,  0.480,  832.00
105,  0.396,  0.480,  871.97
110,  0.396,  0.480,  911.94
115,  0.391,  0.474,  951.91
120,  0.391,  0.474,  991.39
125,  0.391,  0.474,  1030.87
130,  0.391,  0.474,  1070.35
135,  0.391,  0.474,  1109.83
140,  0.386,  0.468,  1149.31
145,  0.386,  0.468,  1188.29
150,  0.386,  0.468,  1227.27
155,  0.386,  0.468,  1266.26
160,  0.381,  0.462,  1305.24
165,  0.381,  0.462,  1343.73
170,  0.381,  0.462,  1382.23
175,  0.376,  0.456,  1420.72
180,  0.371,  0.450,  1458.71
185,  0.371,  0.450,  1496.22
190,  0.366,  0.444,  1533.72
195,  0.366,  0.444,  1570.73
200,  0.361,  0.438,  1607.74
205,  0.356,  0.432,  1644.26
210,  0.352,  0.426,  1680.29
215,  0.347,  0.420,  1715.82
220,  0.337,  0.409,  1750.85
225,  0.332,  0.403,  1784.90
230,  0.322,  0.391,  1818.46
235,  0.312,  0.379,  1851.03
240,  0.298,  0.361,  1882.61
245,  0.278,  0.338,  1912.71
250,  0.244,  0.296,  1940.84
255,  0.181,  0.219,  1965.51
260,  0.132,  0.160,  1983.77
265,  0.103,  0.124,  1997.10
270,  0.073,  0.089,  2007.46
275,  0.059,  0.071,  2014.86
280,  0.044,  0.053,  2020.78
285,  0.034,  0.041,  2025.22
290,  0.029,  0.036,  2028.68
295,  0.024,  0.030,  2031.64
300,  0.020,  0.024,  2034.11
305,  0.020,  0.024,  2036.08
310,  0.015,  0.018,  2038.06
315,  0.015,  0.018,  2039.54
320,  0.010,  0.012,  2041.02
325,  0.005,  0.006,  2042.00
330,  0.005,  0.006,  2042.50
335,  0.005,  0.006,  2042.99
340,  0.000,  0.000,  2043.48


